Content,Label
"URL: http://www.newsisfree.com/click/-4,8052857,1440/",ham
"URL: http://www.newsisfree.com/click/-5,8062538,1440/",ham
"http://www.guardian.co.uk/climatechange/story/0,12374,806695,00.html",ham
"URL: http://www.newsisfree.com/click/-5,8086490,1440/",ham
"URL: http://www.newsisfree.com/click/-5,8078047,1440/",ham
"URL: http://www.newsisfree.com/click/-5,8081289,1440/",ham
"URL: http://www.newsisfree.com/click/-1,8167824,1440/",ham
"URL: http://www.newsisfree.com/click/-3,8251865,1440/",ham
"URL: http://www.newsisfree.com/click/-1,8171676,1440/",ham
"URL: http://www.newsisfree.com/click/-2,8202806,1440/",ham
"URL: http://www.newsisfree.com/click/-3,8251868,1440/",ham
"URL: http://www.newsisfree.com/click/-4,8045341,1440/",ham
"URL: http://www.newsisfree.com/click/-3,8015195,1440/",ham
http://www.hughes-family.org/bugzilla/show_bug.cgi?id=1075,ham
URL: http://www.mozillazine.org/weblogs/hyatt/#85443744,ham
"URL: http://www.newsisfree.com/click/-4,8276087,215/",ham
"URL: http://www.newsisfree.com/click/-6,8106968,1440/",ham
URL: http://jeremy.zawodny.com/blog/archives/000190.html,ham
URL: http://jeremy.zawodny.com/blog/archives/000191.html,ham
"URL: http://www.newsisfree.com/click/-4,8268029,1717/",ham
"URL: http://www.newsisfree.com/click/-4,8260638,1717/",ham
URL: http://jeremy.zawodny.com/blog/archives/000193.html,ham
URL: http://jeremy.zawodny.com/blog/archives/000194.html,ham
"URL: http://www.newsisfree.com/click/-4,8260640,1717/",ham
Nobel Honors 3 for Astrophysics Work,ham
"URL: http://www.newsisfree.com/click/-4,8259315,1717/",ham
"URL: http://www.newsisfree.com/click/-4,8259314,1717/",ham
"URL: http://www.newsisfree.com/click/-4,8272607,1717/",ham
"URL: http://www.newsisfree.com/click/-6,6503039,159/",ham
"URL: http://www.newsisfree.com/click/-4,8279315,1717/",ham
"URL: http://www.newsisfree.com/click/-4,7132396,159/",ham
"URL: http://www.newsisfree.com/click/-4,8272608,1717/",ham
URL: http://jeremy.zawodny.com/blog/archives/000184.html,ham
"URL: http://www.newsisfree.com/click/-3,7506698,159/",ham
"URL: http://www.newsisfree.com/click/-4,8279860,215/",ham
"http://www.guardian.co.uk/international/story/0,3604,806579,00.html",ham
URL: http://www.livejournal.com/talkread.bml?journal=jwz&itemid=59390,ham
"URL: http://www.newsisfree.com/click/-4,8263548,215/",ham
"URL: http://www.newsisfree.com/click/-4,8274142,1717/",ham
"URL: http://www.newsisfree.com/click/-4,8264811,1717/",ham
URL: http://boingboing.net/#85497407,ham
URL: http://boingboing.net/#85497383,ham
"URL: http://www.newsisfree.com/click/-5,8305901,1717/",ham
"URL: http://www.newsisfree.com/click/-5,8294463,1717/",ham
"URL: http://www.newsisfree.com/click/-4,8293089,1717/",ham
"URL: http://www.newsisfree.com/click/-5,8296987,1717/",ham
Ananova:,ham
"URL: http://www.newsisfree.com/click/-4,8288879,1717/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/26.html,ham
"URL: http://www.newsisfree.com/click/-5,8304313,1717/",ham
"URL: http://www.newsisfree.com/click/-4,8290377,1717/",ham
"URL: http://www.newsisfree.com/click/-5,8304314,1717/",ham
"URL: http://www.newsisfree.com/click/-5,8305902,1717/",ham
"URL: http://www.newsisfree.com/click/-4,8293091,1717/",ham
URL: http://jeremy.zawodny.com/blog/archives/000197.html,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/24.html,ham
"URL: http://www.newsisfree.com/click/-5,8296986,1717/",ham
Ananova:,ham
URL: http://jeremy.zawodny.com/blog/archives/000198.html,ham
"URL: http://www.newsisfree.com/click/-5,8298180,1717/",ham
"URL: http://www.newsisfree.com/click/-4,8289788,1440/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/20.html,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/12.html,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/07.html,ham
URL: http://diveintomark.org/archives/2002/09/27.html#advanced_css_lists,ham
"URL: http://www.newsisfree.com/click/-0,8357895,215/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/20.html,ham
"URL: http://www.newsisfree.com/click/-0,8357893,215/",ham
HUBBLE SPOTS AN ICY WORLD FAR BEYOND PLUTO,ham
"URL: http://www.newsisfree.com/click/-0,8358764,215/",ham
"URL: http://www.newsisfree.com/click/-0,8357896,215/",ham
"URL: http://www.newsisfree.com/click/-0,8357894,215/",ham
"URL: http://www.newsisfree.com/click/-0,8357899,215/",ham
"URL: http://www.newsisfree.com/click/-0,8357897,215/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/12.html,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/12.html,ham
"URL: http://www.newsisfree.com/click/-0,8357898,215/",ham
"URL: http://www.newsisfree.com/click/-0,8357900,215/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/12.html,ham
"Actually, I'd be more inclined to look into:",ham
"URL: http://www.newsisfree.com/click/-6,8341698,1440/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/07.html,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/24.html,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/07.html,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/24.html,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/20.html,ham
"URL: http://www.newsisfree.com/click/-6,8355996,215/",ham
URL: http://diveintomark.org/archives/2002/09/29.html#dooce,ham
URL: http://www.aaronsw.com/weblog/000619,ham
URL: http://boingboing.net/#85506002,ham
Rohit Khare wrote:,spam
URL: http://boingboing.net/#85505995,ham
URL: http://boingboing.net/#85505975,ham
"URL: http://www.newsisfree.com/click/-1,8381139,215/",ham
"URL: http://www.newsisfree.com/click/-1,8381140,215/",ham
"URL: http://www.newsisfree.com/click/-1,8381145,215/",ham
"URL: http://www.newsisfree.com/click/-1,8381147,215/",ham
"URL: http://www.newsisfree.com/click/-0,8365765,1440/",ham
"URL: http://www.newsisfree.com/click/-1,8381141,215/",ham
"URL: http://www.newsisfree.com/click/-1,8381143,215/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/24.html,ham
,spam
------------------------ Yahoo! Groups Sponsor ---------------------~-->,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/24.html,ham
"URL: http://www.newsisfree.com/click/-1,8381144,215/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/20.html,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/20.html,ham
"URL: http://www.newsisfree.com/click/-1,8381146,215/",ham
URL: http://jeremy.zawodny.com/blog/archives/000202.html,ham
URL: http://jeremy.zawodny.com/blog/archives/000200.html,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/07.html,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/12.html,ham
URL: http://jeremy.zawodny.com/blog/archives/000201.html,ham
This is a multi-part message in MIME format...,spam
,ham
,ham
,ham
,ham
<!-- _IMN:H_ --> <title>Media Unspun</title>,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,spam
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
"URL: http://www.newsisfree.com/click/-1,8381142,215/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/12.html,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/12.html,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/07.html,ham
URL: http://diveintomark.org/archives/2002/10/01.html#colophon_3,ham
URL: http://diveintomark.org/archives/2002/10/01.html#colophon_2,ham
URL: http://diveintomark.org/archives/2002/10/01.html#colophon_1,ham
URL: http://boingboing.net/#85507259,ham
URL: http://diveintomark.org/archives/2002/10/01.html#i_mean_why_not,ham
URL: http://boingboing.net/#85506950,ham
From: Steve Speer,ham
URL: http://diveintomark.org/archives/2002/09/30.html#un,ham
"URL: http://www.newsisfree.com/click/-2,8424915,1717/",ham
URL: http://boingboing.net/#85506836,ham
"URL: http://www.newsisfree.com/click/-1,8410271,1717/",ham
"URL: http://www.newsisfree.com/click/-2,8418823,215/",ham
"URL: http://www.newsisfree.com/click/-1,8412057,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8412058,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8404899,215/",ham
"URL: http://www.newsisfree.com/click/-1,8399728,1440/",ham
"URL: http://www.newsisfree.com/click/-1,8397801,1440/",ham
I seem to be having a little trouble with it. My printers.conf is:,ham
"URL: http://www.newsisfree.com/click/-2,8417796,215/",ham
"URL: http://www.newsisfree.com/click/-2,8417754,1717/",ham
"URL: http://www.newsisfree.com/click/-2,8418826,215/",ham
"URL: http://www.newsisfree.com/click/-2,8423194,1717/",ham
"URL: http://www.newsisfree.com/click/-2,8418824,215/",ham
"URL: http://www.newsisfree.com/click/-1,8390121,1717/",ham
URL: http://www.livejournal.com/talkread.bml?journal=jwz&itemid=63598,ham
"URL: http://www.newsisfree.com/click/-1,8398676,1717/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/24.html,ham
"URL: http://www.newsisfree.com/click/-2,8413685,1717/",ham
"On Tue, 2002-10-08 at 14:13, John Moylan wrote:",spam
URL: http://www.livejournal.com/talkread.bml?journal=jwz&itemid=63309,ham
URL: http://diveintomark.org/archives/2002/09/30.html#wedding_etiquette,ham
"URL: http://www.newsisfree.com/click/-2,8418808,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8402896,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8406746,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8390119,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8412855,1440/",ham
URL: http://www.aaronsw.com/weblog/000619,ham
"URL: http://www.newsisfree.com/click/-2,8417752,1717/",ham
"URL: http://www.newsisfree.com/click/-2,8421063,1717/",ham
http://www.ouchytheclown.com/welcome.html,ham
"URL: http://www.newsisfree.com/click/-1,8398677,1717/",ham
"URL: http://www.newsisfree.com/click/-2,8418829,215/",ham
"URL: http://www.newsisfree.com/click/-2,8421992,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8404725,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8388719,1717/",ham
"URL: http://www.newsisfree.com/click/-2,8418833,215/",ham
"URL: http://www.newsisfree.com/click/-2,8424916,1717/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/20.html,ham
URL: http://diveintomark.org/archives/2002/09/30.html#best,ham
"URL: http://www.newsisfree.com/click/-1,8390122,1717/",ham
"On Tue, 27 Aug 2002 MICGRANGER@aol.com wrote:",spam
"URL: http://www.newsisfree.com/click/-2,8418828,215/",ham
"URL: http://www.newsisfree.com/click/-1,8412059,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8406748,1717/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/20.html,ham
"URL: http://www.newsisfree.com/click/-2,8418827,215/",ham
URL: http://jeremy.zawodny.com/blog/archives/000205.html,ham
"URL: http://www.newsisfree.com/click/-2,8418831,215/",ham
URL: http://jeremy.zawodny.com/blog/archives/000203.html,ham
"URL: http://www.newsisfree.com/click/-1,8410272,1717/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/07.html,ham
David asked:,spam
"URL: http://www.newsisfree.com/click/-2,8418832,215/",ham
URL: http://boingboing.net/#85506723,ham
"URL: http://www.newsisfree.com/click/-2,8421991,1717/",ham
"URL: http://www.newsisfree.com/click/-2,8415146,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8406747,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8394718,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8390120,1717/",ham
"URL: http://www.newsisfree.com/click/-2,8418830,215/",ham
"URL: http://www.newsisfree.com/click/-2,8415795,1440/",ham
"URL: http://www.newsisfree.com/click/-1,8391026,1440/",ham
>peter fwded:,spam
"URL: http://www.newsisfree.com/click/-2,8419990,1717/",ham
URL: http://jeremy.zawodny.com/blog/archives/000204.html,ham
URL: http://www.aaronsw.com/weblog/000622,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/24.html,ham
"URL: http://www.newsisfree.com/click/-2,8423195,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8408636,1717/",ham
"URL: http://www.newsisfree.com/click/-2,8417753,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8412060,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8410270,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8388720,1717/",ham
>David asked:,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/12.html,ham
"URL: http://www.newsisfree.com/click/-1,8404724,1717/",ham
"URL: http://www.newsisfree.com/click/-2,8418825,215/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/12.html,ham
"URL: http://www.newsisfree.com/click/-1,8410273,1717/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/07.html,ham
"URL: http://www.newsisfree.com/click/-2,8423196,1717/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/12.html,ham
"URL: http://www.newsisfree.com/click/-2,8423193,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8396718,1717/",ham
> An illusionist has emerged after 24 hours underwater in a case in New York's,spam
URL: http://diveintomark.org/archives/2002/10/01.html#there_are_four_lights,ham
URL: http://www.aaronsw.com/weblog/000624,ham
URL: http://boingboing.net/#85513221,ham
"URL: http://www.newsisfree.com/click/-3,8457381,215/",ham
"URL: http://www.newsisfree.com/click/-2,8430044,215/",ham
URL: http://jeremy.zawodny.com/blog/archives/000206.html,ham
"URL: http://www.newsisfree.com/click/-3,8456085,215/",ham
"URL: http://www.newsisfree.com/click/-2,8443954,1440/",ham
"URL: http://www.newsisfree.com/click/-3,8456087,215/",ham
URL: http://jeremy.zawodny.com/blog/archives/000210.html,ham
> So now Osama bin Laden is Hitler. And Saddam Hussein is Hitler. And,spam
"URL: http://www.newsisfree.com/click/-2,8437307,1440/",ham
"URL: http://www.newsisfree.com/click/-2,8443955,1440/",ham
URL: http://boingboing.net/#85513605,ham
URL: http://jeremy.zawodny.com/blog/archives/000208.html,ham
URL: http://boingboing.net/#85513638,ham
"URL: http://www.newsisfree.com/click/-2,8428489,215/",ham
URL: http://boingboing.net/#85511986,ham
"URL: http://www.newsisfree.com/click/-3,8456083,215/",ham
"URL: http://www.newsisfree.com/click/-2,8435176,1440/",ham
URL: http://boingboing.net/#85513616,ham
"On Tue, 27 Aug 2002 10:15:36 -0500 (EST)",spam
URL: http://www.aaronsw.com/weblog/000625,ham
URL: http://jeremy.zawodny.com/blog/archives/000209.html,ham
URL: http://boingboing.net/#85512053,ham
URL: http://boingboing.net/#85513208,ham
"URL: http://www.newsisfree.com/click/-3,8457387,215/",ham
URL: http://boingboing.net/#85511996,ham
URL: http://boingboing.net/#85512062,ham
URL: http://boingboing.net/#85514221,ham
URL: http://diveintomark.org/archives/2002/10/03.html#when_an_engineer_flaps_his_wings,ham
URL: http://diveintomark.org/archives/2002/10/02.html#smitten,ham
http://news.bbc.co.uk/1/hi/world/asia-pacific/2220132.stm,ham
URL: http://boingboing.net/#85516563,ham
"URL: http://www.newsisfree.com/click/-4,8494551,159/",ham
URL: http://boingboing.net/#85518715,ham
"URL: http://www.newsisfree.com/click/-3,8483156,1440/",ham
URL: http://boingboing.net/#85516333,ham
"URL: http://www.newsisfree.com/click/215,5,215/",ham
"URL: http://www.newsisfree.com/click/215,7,215/",ham
URL: http://jeremy.zawodny.com/blog/archives/000218.html,ham
URL: http://boingboing.net/#85515879,ham
URL: http://boingboing.net/#85515860,ham
"http://www.guardian.co.uk/uk_news/story/0,3604,781616,00.html",ham
URL: http://diveintomark.org/archives/2002/10/02.html#reunion,ham
